file name,face_x,face_y,face_w,face_h,emotion,angry_prob,disgust_prob,fear_prob,happy_prob,sad_prob,surprise_prob,neutral_prob
1080pJPG.jpg,703.5,75.0,339.0,339.0,angry,0.8670228,4.3335574e-05,0.11170924,0.00035135992,0.018088784,7.0792103e-06,0.0027775213
﻿1080p_PNG.jpg,108.0,273.0,444.0,444.0,fear,0.11407267,0.0007112338,0.48395228,0.0042804354,0.28057414,0.00014847572,0.116260774
